Tweets,ISI,sentiment,tokenization,remove_stopword,normalisasi_tweet,tweet
convomfs bebas terserah bayarannya mental awokaowkaowk terus  penting  nilai gede xf0 x9f x91 x8d xf0 x9f x8f xbb,convomfs bebas terserah bayarannya mental awokaowkaowk terus penting nilai gede xbb,convomfs bebas terserah bayarannya mental awokaowkaowk terus penting nilai gede xbb,"['convomfs', 'bebas', 'terserah', 'bayarannya', 'mental', 'awokaowkaowk', 'terus', 'penting', 'nilai', 'gede', 'xbb']","['convomfs', 'bebas', 'terserah', 'bayarannya', 'mental', 'awokaowkaowk', 'nilai', 'gede', 'xbb']","['convomfs', 'bebas', 'terserah', 'bayarannya', 'mental', 'awokaowkaowk', 'nilai', 'gede', 'xbb']",convomfs bebas terserah bayarannya mental awokaowkaowk nilai gede xbb
dennysiregar7 lapor melapor mah bebas tinggal laporanx kuat kalau  cum adagelan mental,dennysiregar lapor melapor mah bebas tinggal laporanx kuat kalau cum adagelan mental,dennysiregar lapor melapor mah bebas tinggal laporanx kuat kalau cum adagelan mental,"['dennysiregar', 'lapor', 'melapor', 'mah', 'bebas', 'tinggal', 'laporanx', 'kuat', 'kalau', 'cum', 'adagelan', 'mental']","['dennysiregar', 'lapor', 'melapor', 'mah', 'bebas', 'tinggal', 'laporanx', 'kuat', 'cum', 'adagelan', 'mental']","['dennysiregar', 'lapor', 'melapor', 'mah', 'bebas', 'tinggal', 'laporanx', 'kuat', 'cum', 'adagelan', 'mental']",dennysiregar lapor melapor mah bebas tinggal laporanx kuat cum adagelan mental
doni salmanan padon mental aman pgizzrt0wh,doni salmanan padon mental aman pgizzrt ,doni salmanan padon mental aman pgizzrt ,"['doni', 'salmanan', 'padon', 'mental', 'aman', 'pgizzrt', '']","['doni', 'salmanan', 'padon', 'mental', 'aman', 'pgizzrt', '']","['doni', 'salmanan', 'padon', 'mental', 'aman', 'pgizzrt', '']",doni salmanan padon mental aman pgizzrt
eboondcah aman mental xf0 x9f x98 xa9,eboondcah aman mental ,eboondcah aman mental ,"['eboondcah', 'aman', 'mental', '']","['eboondcah', 'aman', 'mental', '']","['eboondcah', 'aman', 'mental', '']",eboondcah aman mental
ehahoyy kalau  twt aman mental anjir bikin meninggoy,ehahoyy kalau twt aman mental anjir bikin meninggoy,ehahoyy kalau twt aman mental anjir bikin meninggoy,"['ehahoyy', 'kalau', 'twt', 'aman', 'mental', 'anjir', 'bikin', 'meninggoy']","['ehahoyy', 'twt', 'aman', 'mental', 'anjir', 'bikin', 'meninggoy']","['ehahoyy', 'twt', 'aman', 'mental', 'anjir', 'bikin', 'meninggoy']",ehahoyy twt aman mental anjir bikin meninggoy
epaww lalisalovmi tanyakanrl mental aman kan sender xf0 x9f x98 xad,epaww lalisalovmi tanyakanrl mental aman kan sender xad,epaww lalisalovmi tanyakanrl mental aman kan sender xad,"['epaww', 'lalisalovmi', 'tanyakanrl', 'mental', 'aman', 'kan', 'sender', 'xad']","['epaww', 'lalisalovmi', 'tanyakanrl', 'mental', 'aman', 'sender', 'xad']","['epaww', 'lalisalovmi', 'tanyakanrl', 'mental', 'aman', 'sender', 'xad']",epaww lalisalovmi tanyakanrl mental aman sender xad
errrdokys txtdrmahasiswa takut kena mental xf0 x9f x98 xad anak jaman sekarang mah bukan main ,errrdokys txtdrmahasiswa takut kena mental xad anak jaman sekarang mah bukan main ,errrdokys txtdrmahasiswa takut kena mental xad anak jaman sekarang mah bukan main ,"['errrdokys', 'txtdrmahasiswa', 'takut', 'kena', 'mental', 'xad', 'anak', 'jaman', 'sekarang', 'mah', 'bukan', 'main', '']","['errrdokys', 'txtdrmahasiswa', 'takut', 'kena', 'mental', 'xad', 'anak', 'jaman', 'mah', 'main', '']","['errrdokys', 'txtdrmahasiswa', 'takut', 'kena', 'mental', 'xad', 'anak', 'jaman', 'mah', 'main', '']",errrdokys txtdrmahasiswa takut kena mental xad anak jaman mah main
tidak usah resign tahan saja  dulu cari  kerja sekarang susah pandemi gini tapi  saya kesehatan mental jauh lebih penting gaji,tidak usah resign tahan saja dulu cari kerja sekarang susah pandemi gini tapi saya kesehatan mental jauh lebih penting gaji,tidak usah resign tahan saja dulu cari kerja sekarang susah pandemi gini tapi saya kesehatan mental jauh lebih penting gaji,"['tidak', 'usah', 'resign', 'tahan', 'saja', 'dulu', 'cari', 'kerja', 'sekarang', 'susah', 'pandemi', 'gini', 'tapi', 'saya', 'kesehatan', 'mental', 'jauh', 'lebih', 'penting', 'gaji']","['resign', 'tahan', 'cari', 'kerja', 'susah', 'pandemi', 'gini', 'kesehatan', 'mental', 'gaji']","['resign', 'tahan', 'cari', 'kerja', 'susah', 'pandemi', 'gini', 'kesehatan', 'mental', 'gaji']",resign tahan cari kerja susah pandemi gini kesehatan mental gaji
lepas habis you anak sambung phd pulak macam  mana dalam  hati cukup study tak susah sangat  hilang masa enjoy dengan  kwn2 koyak bila covid datang  terus tak jumpa kwn2 mental kesehatan betul2 tak stable tahun pertama covid,lepas habis you anak sambung phd pulak macam mana dalam hati cukup study tak susah sangat hilang masa enjoy dengan kwn koyak bila covid datang terus tak jumpa kwn mental kesehatan betul tak stable tahun pertama covid,lepas habis you anak sambung phd pulak macam mana dalam hati cukup study tak susah sangat hilang masa enjoy dengan kwn koyak bila covid datang terus tak jumpa kwn mental kesehatan betul tak stable tahun pertama covid,"['lepas', 'habis', 'you', 'anak', 'sambung', 'phd', 'pulak', 'macam', 'mana', 'dalam', 'hati', 'cukup', 'study', 'tak', 'susah', 'sangat', 'hilang', 'masa', 'enjoy', 'dengan', 'kwn', 'koyak', 'bila', 'covid', 'datang', 'terus', 'tak', 'jumpa', 'kwn', 'mental', 'kesehatan', 'betul', 'tak', 'stable', 'tahun', 'pertama', 'covid']","['lepas', 'habis', 'you', 'anak', 'sambung', 'phd', 'pulak', 'hati', 'study', 'susah', 'hilang', 'enjoy', 'kwn', 'koyak', 'covid', 'jumpa', 'kwn', 'mental', 'kesehatan', 'stable', 'covid']","['lepas', 'habis', 'you', 'anak', 'sambung', 'phd', 'pulak', 'hati', 'study', 'susah', 'hilang', 'enjoy', 'kwn', 'koyak', 'covid', 'jumpa', 'kwn', 'mental', 'kesehatan', 'stable', 'covid']",lepas habis you anak sambung phd pulak hati study susah hilang enjoy kwn koyak covid jumpa kwn mental kesehatan stable covid
aik arif gandhawangi kompasdata deonisiaarlinta pandemi juga mereda siapapun mengalami gangguan kesehatan mental bukan perkara sederhana mendatangi ahli bidang sedikit banyak meringankan beban adadikompas pedulisehatjiwa worldmentalhealthday abdullah fikri atipqfeisb,aik arif gandhawangi kompasdata deonisiaarlinta pandemi juga mereda siapapun mengalami gangguan kesehatan mental bukan perkara sederhana mendatangi ahli bidang sedikit banyak meringankan beban adadikompas pedulisehatjiwa worldmentalhealthday abdullah fikri atipqfeisb,aik arif gandhawangi kompasdata deonisiaarlinta pandemi juga mereda siapapun mengalami gangguan kesehatan mental bukan perkara sederhana mendatangi ahli bidang sedikit banyak meringankan beban adadikompas pedulisehatjiwa worldmentalhealthday abdullah fikri atipqfeisb,"['aik', 'arif', 'gandhawangi', 'kompasdata', 'deonisiaarlinta', 'pandemi', 'juga', 'mereda', 'siapapun', 'mengalami', 'gangguan', 'kesehatan', 'mental', 'bukan', 'perkara', 'sederhana', 'mendatangi', 'ahli', 'bidang', 'sedikit', 'banyak', 'meringankan', 'beban', 'adadikompas', 'pedulisehatjiwa', 'worldmentalhealthday', 'abdullah', 'fikri', 'atipqfeisb']","['aik', 'arif', 'gandhawangi', 'kompasdata', 'deonisiaarlinta', 'pandemi', 'mereda', 'mengalami', 'gangguan', 'kesehatan', 'mental', 'perkara', 'sederhana', 'ahli', 'bidang', 'meringankan', 'beban', 'adadikompas', 'pedulisehatjiwa', 'worldmentalhealthday', 'abdullah', 'fikri', 'atipqfeisb']","['aik', 'arif', 'gandhawangi', 'kompasdata', 'deonisiaarlinta', 'pandemi', 'mereda', 'mengalami', 'gangguan', 'kesehatan', 'mental', 'perkara', 'sederhana', 'ahli', 'bidang', 'meringankan', 'beban', 'adadikompas', 'pedulisehatjiwa', 'worldmentalhealthday', 'abdullah', 'fikri', 'atipqfeisb']",aik arif gandhawangi kompasdata deonisiaarlinta pandemi mereda mengalami gangguan kesehatan mental perkara sederhana ahli bidang meringankan beban adadikompas pedulisehatjiwa worldmentalhealthday abdullah fikri atipqfeisb
bisakahharusbis emm kayaknya semua  kerjaan kelebihan kekurangannya nya dehhh jalanin apa depan mata kalau  butuh ambil aja kerjaan susah iya ngerti kesehatan mental lebih penting tapi  tidak punya uang lebih bikin  stres,bisakahharusbis emm kayaknya semua kerjaan kelebihan kekurangannya nya dehhh jalanin apa depan mata kalau butuh ambil aja kerjaan susah iya ngerti kesehatan mental lebih penting tapi tidak punya uang lebih bikin stres,bisakahharusbis emm kayaknya semua kerjaan kelebihan kekurangannya nya dehhh jalanin apa depan mata kalau butuh ambil aja kerjaan susah iya ngerti kesehatan mental lebih penting tapi tidak punya uang lebih bikin stres,"['bisakahharusbis', 'emm', 'kayaknya', 'semua', 'kerjaan', 'kelebihan', 'kekurangannya', 'nya', 'dehhh', 'jalanin', 'apa', 'depan', 'mata', 'kalau', 'butuh', 'ambil', 'aja', 'kerjaan', 'susah', 'iya', 'ngerti', 'kesehatan', 'mental', 'lebih', 'penting', 'tapi', 'tidak', 'punya', 'uang', 'lebih', 'bikin', 'stres']","['bisakahharusbis', 'emm', 'kayaknya', 'kerjaan', 'kelebihan', 'kekurangannya', 'nya', 'dehhh', 'jalanin', 'mata', 'butuh', 'ambil', 'aja', 'kerjaan', 'susah', 'iya', 'ngerti', 'kesehatan', 'mental', 'uang', 'bikin', 'stres']","['bisakahharusbis', 'emm', 'kayaknya', 'kerjaan', 'kelebihan', 'kekurangannya', 'nya', 'dehhh', 'jalanin', 'mata', 'butuh', 'ambil', 'saja ', 'kerjaan', 'susah', 'iya', 'ngerti', 'kesehatan', 'mental', 'uang', 'bikin', 'stres']",bisakahharusbis emm kayaknya kerjaan kelebihan kekurangannya nya dehhh jalanin mata butuh ambil saja  kerjaan susah iya ngerti kesehatan mental uang bikin stres
sylvidheaa samaaaa kasar sangat  sih jatohnya dikatain mental ngemis padahal  tidak tahu saja  memang  bneer2 butuh bantuan pandemi gini kan ingin komen sih you cant say something nice just shut apadaya males,sylvidheaa samaaaa kasar sangat sih jatohnya dikatain mental ngemis padahal tidak tahu saja memang bneer butuh bantuan pandemi gini kan ingin komen sih you cant say something nice just shut apadaya males,sylvidheaa samaaaa kasar sangat sih jatohnya dikatain mental ngemis padahal tidak tahu saja memang bneer butuh bantuan pandemi gini kan ingin komen sih you cant say something nice just shut apadaya males,"['sylvidheaa', 'samaaaa', 'kasar', 'sangat', 'sih', 'jatohnya', 'dikatain', 'mental', 'ngemis', 'padahal', 'tidak', 'tahu', 'saja', 'memang', 'bneer', 'butuh', 'bantuan', 'pandemi', 'gini', 'kan', 'ingin', 'komen', 'sih', 'you', 'cant', 'say', 'something', 'nice', 'just', 'shut', 'apadaya', 'males']","['sylvidheaa', 'samaaaa', 'kasar', 'sih', 'jatohnya', 'dikatain', 'mental', 'ngemis', 'bneer', 'butuh', 'bantuan', 'pandemi', 'gini', 'komen', 'sih', 'you', 'cant', 'say', 'something', 'nice', 'just', 'shut', 'apadaya', 'males']","['sylvidheaa', 'samaaaa', 'kasar', 'sih', 'jatohnya', 'dikatain', 'mental', 'ngemis', 'bneer', 'butuh', 'bantuan', 'pandemi', 'gini', 'komen', 'sih', 'you', 'cant', 'say', 'something', 'nice', 'just', 'shut', 'apadaya', 'males']",sylvidheaa samaaaa kasar sih jatohnya dikatain mental ngemis bneer butuh bantuan pandemi gini komen sih you cant say something nice just shut apadaya males
bertempat blok hunian lapas perempuan kelas iia jakarta membagikan air jahe hangat warga binaan pemasyarakatan kegiatan dilakukan bentuk ikhtiar pihak lapas menjaga kesehatan fisik mental warganya terlebih tengah pandemi covid,bertempat blok hunian lapas perempuan kelas iia jakarta membagikan air jahe hangat warga binaan pemasyarakatan kegiatan dilakukan bentuk ikhtiar pihak lapas menjaga kesehatan fisik mental warganya terlebih tengah pandemi covid,bertempat blok hunian lapas perempuan kelas iia jakarta membagikan air jahe hangat warga binaan pemasyarakatan kegiatan dilakukan bentuk ikhtiar pihak lapas menjaga kesehatan fisik mental warganya terlebih tengah pandemi covid,"['bertempat', 'blok', 'hunian', 'lapas', 'perempuan', 'kelas', 'iia', 'jakarta', 'membagikan', 'air', 'jahe', 'hangat', 'warga', 'binaan', 'pemasyarakatan', 'kegiatan', 'dilakukan', 'bentuk', 'ikhtiar', 'pihak', 'lapas', 'menjaga', 'kesehatan', 'fisik', 'mental', 'warganya', 'terlebih', 'tengah', 'pandemi', 'covid']","['bertempat', 'blok', 'hunian', 'lapas', 'perempuan', 'kelas', 'iia', 'jakarta', 'membagikan', 'air', 'jahe', 'hangat', 'warga', 'binaan', 'pemasyarakatan', 'kegiatan', 'bentuk', 'ikhtiar', 'lapas', 'menjaga', 'kesehatan', 'fisik', 'mental', 'warganya', 'pandemi', 'covid']","['bertempat', 'blok', 'hunian', 'lapas', 'perempuan', 'kelas', 'iia', 'jakarta', 'membagikan', 'air', 'jahe', 'hangat', 'warga', 'binaan', 'pemasyarakatan', 'kegiatan', 'bentuk', 'ikhtiar', 'lapas', 'menjaga', 'kesehatan', 'fisik', 'mental', 'warganya', 'pandemi', 'covid']",bertempat blok hunian lapas perempuan kelas iia jakarta membagikan air jahe hangat warga binaan pemasyarakatan kegiatan bentuk ikhtiar lapas menjaga kesehatan fisik mental warganya pandemi covid
covid bebetul kacau mental kesehatan susah anak tido risau apa jadi hari esok what tetiba sesak nafas masa tido,covid bebetul kacau mental kesehatan susah anak tido risau apa jadi hari esok what tetiba sesak nafas masa tido,covid bebetul kacau mental kesehatan susah anak tido risau apa jadi hari esok what tetiba sesak nafas masa tido,"['covid', 'bebetul', 'kacau', 'mental', 'kesehatan', 'susah', 'anak', 'tido', 'risau', 'apa', 'jadi', 'hari', 'esok', 'what', 'tetiba', 'sesak', 'nafas', 'masa', 'tido']","['covid', 'bebetul', 'kacau', 'mental', 'kesehatan', 'susah', 'anak', 'tido', 'risau', 'esok', 'what', 'tetiba', 'sesak', 'nafas', 'tido']","['covid', 'bebetul', 'kacau', 'mental', 'kesehatan', 'susah', 'anak', 'tido', 'risau', 'esok', 'what', 'tetiba', 'sesak', 'nafas', 'tido']",covid bebetul kacau mental kesehatan susah anak tido risau esok what tetiba sesak nafas tido
memang  tidak  gampang kalau saja  gakbisa berdamai sama sendiri membawa mental disorder kesehatan terus tameng duit banyak psikiater control jiwa bukan party pandemi,memang tidak gampang kalau saja gakbisa berdamai sama sendiri membawa mental disorder kesehatan terus tameng duit banyak psikiater control jiwa bukan party pandemi,memang tidak gampang kalau saja gakbisa berdamai sama sendiri membawa mental disorder kesehatan terus tameng duit banyak psikiater control jiwa bukan party pandemi,"['memang', 'tidak', 'gampang', 'kalau', 'saja', 'gakbisa', 'berdamai', 'sama', 'sendiri', 'membawa', 'mental', 'disorder', 'kesehatan', 'terus', 'tameng', 'duit', 'banyak', 'psikiater', 'control', 'jiwa', 'bukan', 'party', 'pandemi']","['gampang', 'gakbisa', 'berdamai', 'membawa', 'mental', 'disorder', 'kesehatan', 'tameng', 'duit', 'psikiater', 'control', 'jiwa', 'party', 'pandemi']","['gampang', 'gakbisa', 'berdamai', 'membawa', 'mental', 'disorder', 'kesehatan', 'tameng', 'duit', 'psikiater', 'control', 'jiwa', 'party', 'pandemi']",gampang gakbisa berdamai membawa mental disorder kesehatan tameng duit psikiater control jiwa party pandemi
membuat rantai masalah kesehatan mental indonesia pernah putus alih alih harusnya sang adik mendapatkan pendamping mental malah dihancurkan mentalny seorang laki laki tahu  adab orang perempuan punya akal,membuat rantai masalah kesehatan mental indonesia pernah putus alih alih harusnya sang adik mendapatkan pendamping mental malah dihancurkan mentalny seorang laki laki tahu adab orang perempuan punya akal,membuat rantai masalah kesehatan mental indonesia pernah putus alih alih harusnya sang adik mendapatkan pendamping mental malah dihancurkan mentalny seorang laki laki tahu adab orang perempuan punya akal,"['membuat', 'rantai', 'masalah', 'kesehatan', 'mental', 'indonesia', 'pernah', 'putus', 'alih', 'alih', 'harusnya', 'sang', 'adik', 'mendapatkan', 'pendamping', 'mental', 'malah', 'dihancurkan', 'mentalny', 'seorang', 'laki', 'laki', 'tahu', 'adab', 'orang', 'perempuan', 'punya', 'akal']","['rantai', 'kesehatan', 'mental', 'indonesia', 'putus', 'alih', 'alih', 'sang', 'adik', 'pendamping', 'mental', 'dihancurkan', 'mentalny', 'laki', 'laki', 'adab', 'orang', 'perempuan', 'akal']","['rantai', 'kesehatan', 'mental', 'indonesia', 'putus', 'alih', 'alih', 'sang', 'adik', 'pendamping', 'mental', 'dihancurkan', 'mentalny', 'laki', 'laki', 'adab', 'orang', 'perempuan', 'akal']",rantai kesehatan mental indonesia putus alih alih sang adik pendamping mental dihancurkan mentalny laki laki adab orang perempuan akal
niii sana namanya mental kesehatan jadi issue naik permukaan story perempuan indo stres setelah  pandemi karena  bolbal ind obatnya berupa lahan sulawesi anak amp lakinya mau sama karena  ibu stres apa tambah remuk,niii sana namanya mental kesehatan jadi issue naik permukaan story perempuan indo stres setelah pandemi karena bolbal ind obatnya berupa lahan sulawesi anak amp lakinya mau sama karena ibu stres apa tambah remuk,niii sana namanya mental kesehatan jadi issue naik permukaan story perempuan indo stres setelah pandemi karena bolbal ind obatnya berupa lahan sulawesi anak amp lakinya mau sama karena ibu stres apa tambah remuk,"['niii', 'sana', 'namanya', 'mental', 'kesehatan', 'jadi', 'issue', 'naik', 'permukaan', 'story', 'perempuan', 'indo', 'stres', 'setelah', 'pandemi', 'karena', 'bolbal', 'ind', 'obatnya', 'berupa', 'lahan', 'sulawesi', 'anak', 'amp', 'lakinya', 'mau', 'sama', 'karena', 'ibu', 'stres', 'apa', 'tambah', 'remuk']","['niii', 'namanya', 'mental', 'kesehatan', 'issue', 'permukaan', 'story', 'perempuan', 'indo', 'stres', 'pandemi', 'bolbal', 'ind', 'obatnya', 'lahan', 'sulawesi', 'anak', 'amp', 'lakinya', 'stres', 'remuk']","['niii', 'namanya', 'mental', 'kesehatan', 'issue', 'permukaan', 'story', 'perempuan', 'indo', 'stres', 'pandemi', 'bolbal', 'ind', 'obatnya', 'lahan', 'sulawesi', 'anak', 'amp', 'lakinya', 'stres', 'remuk']",niii namanya mental kesehatan issue permukaan story perempuan indo stres pandemi bolbal ind obatnya lahan sulawesi anak amp lakinya stres remuk
pandemi covid19 cuman berdampak kesehatan fisik beberapa orang mengalami gangguan kesehatan mental loh sahabat tidar kalau  deaaderiaa merawatnya ngelakuin meditasi ringan ingin tahu  mirip  apa meditasi ringan dengerin apelpagi request lagu yuk gaqpwt281b,pandemi covid cuman berdampak kesehatan fisik beberapa orang mengalami gangguan kesehatan mental loh sahabat tidar kalau deaaderiaa merawatnya ngelakuin meditasi ringan ingin tahu mirip apa meditasi ringan dengerin apelpagi request lagu yuk gaqpwt ,pandemi covid cuman berdampak kesehatan fisik beberapa orang mengalami gangguan kesehatan mental loh sahabat tidar kalau deaaderiaa merawatnya ngelakuin meditasi ringan ingin tahu mirip apa meditasi ringan dengerin apelpagi request lagu yuk gaqpwt ,"['pandemi', 'covid', 'cuman', 'berdampak', 'kesehatan', 'fisik', 'beberapa', 'orang', 'mengalami', 'gangguan', 'kesehatan', 'mental', 'loh', 'sahabat', 'tidar', 'kalau', 'deaaderiaa', 'merawatnya', 'ngelakuin', 'meditasi', 'ringan', 'ingin', 'tahu', 'mirip', 'apa', 'meditasi', 'ringan', 'dengerin', 'apelpagi', 'request', 'lagu', 'yuk', 'gaqpwt', '']","['pandemi', 'covid', 'cuman', 'berdampak', 'kesehatan', 'fisik', 'orang', 'mengalami', 'gangguan', 'kesehatan', 'mental', 'loh', 'sahabat', 'tidar', 'deaaderiaa', 'merawatnya', 'ngelakuin', 'meditasi', 'ringan', 'meditasi', 'ringan', 'dengerin', 'apelpagi', 'request', 'lagu', 'yuk', 'gaqpwt', '']","['pandemi', 'covid', 'hanya', 'berdampak', 'kesehatan', 'fisik', 'orang', 'mengalami', 'gangguan', 'kesehatan', 'mental', 'loh', 'sahabat', 'tidar', 'deaaderiaa', 'merawatnya', 'ngelakuin', 'meditasi', 'ringan', 'meditasi', 'ringan', 'dengerin', 'apelpagi', 'request', 'lagu', 'yuk', 'gaqpwt', '']",pandemi covid hanya berdampak kesehatan fisik orang mengalami gangguan kesehatan mental loh sahabat tidar deaaderiaa merawatnya ngelakuin meditasi ringan meditasi ringan dengerin apelpagi request lagu yuk gaqpwt
